ID_OREGANO:11605	HPO	UMLS	MSH	SNOMEDCT_US	MEDDRA	FYLER	NCIT	COHD	EFO	ICD10	ICD9	ICD-10	EPCC	DOID	MONDO	ICD-O	MP	MPATH	PMID	ORPHA	SNOMED_CT	ICD-9
PHENOTYPE:6325	HP:0009831	C0494491	D020422	128189008																		
PHENOTYPE:6326	HP:0009832	C4021385																				
PHENOTYPE:6327	HP:0009833	C4024191																				
PHENOTYPE:6328	HP:0009834	C4024190																				
PHENOTYPE:6329	HP:0009835	C1861336																				
PHENOTYPE:6330	HP:0009836	C1850630																				
PHENOTYPE:6331	HP:0009837	C4024189																				
PHENOTYPE:6332	HP:0009838	C4024188																				
PHENOTYPE:6333	HP:0009839	C1849547																				
PHENOTYPE:6334	HP:0009840	C4021384																				
PHENOTYPE:6335	HP:0009843	C1862152																				
PHENOTYPE:6336	HP:0009844	C4021383																				
PHENOTYPE:6337	HP:0009845	C4024187																				
PHENOTYPE:6338	HP:0009846	C4024186																				
PHENOTYPE:6339	HP:0009847	C4024185																				
PHENOTYPE:6340	HP:0009848	C4021382																				
PHENOTYPE:6341	HP:0009849	C4024184																				
PHENOTYPE:6342	HP:0009850	C4024183																				
PHENOTYPE:6343	HP:0009851	C4024182																				
PHENOTYPE:6344	HP:0009852	C4024181																				
PHENOTYPE:6345	HP:0009853	C4024180																				
PHENOTYPE:6346	HP:0009854	C4024179																				
PHENOTYPE:6347	HP:0009855	C1850148																				
PHENOTYPE:6348	HP:0009856	C4021381																				
PHENOTYPE:6349	HP:0009857	C4024178																				
PHENOTYPE:6350	HP:0009858	C4024177																				
PHENOTYPE:6351	HP:0009875	C4024176																				
PHENOTYPE:6352	HP:0009878	C4024175																				
PHENOTYPE:6353	HP:0009879	C2749675																				
PHENOTYPE:6354	HP:0009880	C4024174																				
PHENOTYPE:6355	HP:0009881	C4024173																				
PHENOTYPE:6356	HP:0009882	C1839829																				
PHENOTYPE:6357	HP:0009883	C1849343																				
PHENOTYPE:6358	HP:0009884	C1969237																				
PHENOTYPE:6359	HP:0009886	C0263485		22486004;238736006																		
PHENOTYPE:6360	HP:0009887	C4024172																				
PHENOTYPE:6361	HP:0009888	C4024171																				
PHENOTYPE:6362	HP:0009889	C4024170																				
PHENOTYPE:6363	HP:0009890	C3276036																				
PHENOTYPE:6364	HP:0009891	C1861869;C4020777																				
PHENOTYPE:6365	HP:0009892	C0702139;C1408788	D065817	57436000																		
PHENOTYPE:6366	HP:0009893	C4024169																				
PHENOTYPE:6367	HP:0009894	C4024168																				
PHENOTYPE:6368	HP:0009895	C4021380																				
PHENOTYPE:6369	HP:0009896	C4024167																				
PHENOTYPE:6370	HP:0009897	C4021379																				
PHENOTYPE:6371	HP:0009898	C4021378																				
PHENOTYPE:6372	HP:0009899	C4021377																				
PHENOTYPE:6373	HP:0009900	C2607947	D046088	162342008																		
PHENOTYPE:6374	HP:0009901	C4024166																				
PHENOTYPE:6375	HP:0009902	C4021376																				
PHENOTYPE:6376	HP:0009903	C1996949		428477002																		
PHENOTYPE:6377	HP:0009904	C4020776;C4024165																				
PHENOTYPE:6378	HP:0009905	C4024164																				
PHENOTYPE:6379	HP:0009906	C1851792																				
PHENOTYPE:6380	HP:0009907	C4021375																				
PHENOTYPE:6381	HP:0009908	C1851897																				
PHENOTYPE:6382	HP:0009909	C1856117																				
PHENOTYPE:6383	HP:0009910	C4021374																				
PHENOTYPE:6384	HP:0009911	C4024163																				
PHENOTYPE:6385	HP:0009912	C4024162																				
PHENOTYPE:6386	HP:0009913	C4024161																				
PHENOTYPE:6387	HP:0009914	C0266667	C562573	205798005																		
PHENOTYPE:6388	HP:0009915	C4021373																				
PHENOTYPE:6389	HP:0009916	C0003079	D015875	13045009																		
PHENOTYPE:6390	HP:0009917	C0344541		95500008																		
PHENOTYPE:6391	HP:0009918	C1271219	C536185	193523008;392461003																		
PHENOTYPE:6392	HP:0009919	C0035335;C0524801	D012175;D019572	127002001;19906005;370967009			C7541															
PHENOTYPE:6393	HP:0009920	C0027961	D009507	254817005;414929001																		
PHENOTYPE:6394	HP:0009921	C0013261;C1846464;C4072873	D004370	60318001																		
PHENOTYPE:6395	HP:0009922	C4024160																				
PHENOTYPE:6396	HP:0009924	C0685684;C4024159;C4280392		204519007;93278002																		
PHENOTYPE:6397	HP:0009926	C0152227	D007766	193982009;418035005																		
PHENOTYPE:6398	HP:0009927	C0265740;C4280391	C537438	111317000																		
PHENOTYPE:6399	HP:0009928	C1844809																				
PHENOTYPE:6400	HP:0009929	C4024158																				
PHENOTYPE:6401	HP:0009930	C4024157																				
PHENOTYPE:6402	HP:0009931	C0426440		399353008																		
PHENOTYPE:6403	HP:0009932	C0685682		95266003																		
PHENOTYPE:6404	HP:0009933	C0426436;C0426439;C1849366;C4280390		249336003;249339005																		
PHENOTYPE:6405	HP:0009934	C4021372																				
PHENOTYPE:6406	HP:0009935	C4024156																				
PHENOTYPE:6407	HP:0009936	C4024155																				
PHENOTYPE:6408	HP:0009937	C1850041;C2128203																				
PHENOTYPE:6409	HP:0009938	C4024154																				
PHENOTYPE:6410	HP:0009939	C0685775;C0685776;C4021371		91896009;91922000																		
PHENOTYPE:6411	HP:0009940	C0399518;C4082201		235082006																		
PHENOTYPE:6412	HP:0009941	C4024153																				
PHENOTYPE:6413	HP:0009942	C4021370																				
PHENOTYPE:6414	HP:0009943	C3554724																				
PHENOTYPE:6415	HP:0009944	C4082168																				
PHENOTYPE:6416	HP:0009945	C4021369																				
PHENOTYPE:6417	HP:0009946	C4024152																				
PHENOTYPE:6418	HP:0009947	C4021368																				
PHENOTYPE:6419	HP:0009948	C4021367																				
PHENOTYPE:6420	HP:0009949	C4021366																				
PHENOTYPE:6421	HP:0009950	C4024151																				
PHENOTYPE:6422	HP:0009951	C4021365																				
PHENOTYPE:6423	HP:0009952	C4024150																				
PHENOTYPE:6424	HP:0009953	C4024149																				
PHENOTYPE:6425	HP:0009954	C4024148																				
PHENOTYPE:6426	HP:0009955	C4024147																				
PHENOTYPE:6427	HP:0009956	C4024146																				
PHENOTYPE:6428	HP:0009957	C4024145																				
PHENOTYPE:6429	HP:0009958	C4024144																				
PHENOTYPE:6430	HP:0009959	C4021364																				
PHENOTYPE:6431	HP:0009960	C4024143																				
PHENOTYPE:6432	HP:0009961	C4024142																				
PHENOTYPE:6433	HP:0009962	C4021363																				
PHENOTYPE:6434	HP:0009963	C4021362																				
PHENOTYPE:6435	HP:0009964	C4021361																				
PHENOTYPE:6436	HP:0009965	C4024141																				
PHENOTYPE:6437	HP:0009966	C4024140																				
PHENOTYPE:6438	HP:0009967	C4024139																				
PHENOTYPE:6439	HP:0009968	C4021360																				
PHENOTYPE:6440	HP:0009969	C4024138																				
PHENOTYPE:6441	HP:0009970	C4024137																				
PHENOTYPE:6442	HP:0009971	C4024136																				
PHENOTYPE:6443	HP:0009972	C4021359																				
PHENOTYPE:6444	HP:0009973	C4024135																				
PHENOTYPE:6445	HP:0009974	C4024134																				
PHENOTYPE:6446	HP:0009975	C4021358																				
PHENOTYPE:6447	HP:0009976	C4021357																				
PHENOTYPE:6448	HP:0009977	C4021356																				
PHENOTYPE:6449	HP:0009978	C4024133																				
PHENOTYPE:6450	HP:0009979	C4024132																				
PHENOTYPE:6451	HP:0009980	C4024131																				
PHENOTYPE:6452	HP:0009981	C4021355																				
PHENOTYPE:6453	HP:0009982	C4024130																				
PHENOTYPE:6454	HP:0009983	C4024129																				
PHENOTYPE:6455	HP:0009985	C4021354																				
PHENOTYPE:6456	HP:0009986	C4024128																				
PHENOTYPE:6457	HP:0009987	C4024127																				
PHENOTYPE:6458	HP:0009988	C4021353																				
PHENOTYPE:6459	HP:0009989	C4021352																				
PHENOTYPE:6460	HP:0009990	C4021351																				
PHENOTYPE:6461	HP:0009991	C4024126																				
PHENOTYPE:6462	HP:0009992	C4024125																				
PHENOTYPE:6463	HP:0009993	C4024124																				
PHENOTYPE:6464	HP:0009994	C4021350																				
PHENOTYPE:6465	HP:0009995	C4024123																				
PHENOTYPE:6466	HP:0009996	C4024122																				
PHENOTYPE:6467	HP:0009997	C4021349																				
PHENOTYPE:6468	HP:0009998	C4024121																				
PHENOTYPE:6469	HP:0009999	C4024120																				
PHENOTYPE:6470	HP:0010000	C4024119																				
PHENOTYPE:6471	HP:0010001	C4024118																				
PHENOTYPE:6472	HP:0010002	C4024117																				
PHENOTYPE:6473	HP:0010003	C4024116																				
PHENOTYPE:6474	HP:0010004	C4021348																				
PHENOTYPE:6475	HP:0010005	C4024115																				
PHENOTYPE:6476	HP:0010006	C4021347																				
PHENOTYPE:6477	HP:0010008	C4021346																				
PHENOTYPE:6478	HP:0010009	C4024114																				
PHENOTYPE:6479	HP:0010010	C4024113																				
PHENOTYPE:6480	HP:0010011	C4024112																				
PHENOTYPE:6481	HP:0010012	C4024111																				
PHENOTYPE:6482	HP:0010013	C4024110																				
PHENOTYPE:6483	HP:0010014	C4024109																				
PHENOTYPE:6484	HP:0010015	C4024108																				
PHENOTYPE:6485	HP:0010016	C4024107																				
PHENOTYPE:6486	HP:0010017	C4024106																				
PHENOTYPE:6487	HP:0010018	C4024105																				
PHENOTYPE:6488	HP:0010019	C4024104																				
PHENOTYPE:6489	HP:0010020	C4024103																				
PHENOTYPE:6490	HP:0010021	C4024102																				
PHENOTYPE:6491	HP:0010022	C4024101																				
PHENOTYPE:6492	HP:0010023	C4024100																				
PHENOTYPE:6493	HP:0010024	C4021345																				
PHENOTYPE:6494	HP:0010025	C4024099																				
PHENOTYPE:6495	HP:0010026	C4024098																				
PHENOTYPE:6496	HP:0010027	C4024097																				
PHENOTYPE:6497	HP:0010028	C4024096																				
PHENOTYPE:6498	HP:0010029	C4024095																				
PHENOTYPE:6499	HP:0010030	C4024094																				
PHENOTYPE:6500	HP:0010031	C4024093																				
PHENOTYPE:6501	HP:0010033	C4024092																				
PHENOTYPE:6502	HP:0010034	C1849311																				
PHENOTYPE:6503	HP:0010035	C1838610																				
PHENOTYPE:6504	HP:0010036	C4024091																				
PHENOTYPE:6505	HP:0010037	C4024090																				
PHENOTYPE:6506	HP:0010038	C1969397;C4020774																				
PHENOTYPE:6507	HP:0010039	C4024089																				
PHENOTYPE:6508	HP:0010040	C4024088																				
PHENOTYPE:6509	HP:0010041	C1850631																				
PHENOTYPE:6510	HP:0010042	C4024087																				
PHENOTYPE:6511	HP:0010043	C4024086																				
PHENOTYPE:6512	HP:0010044	C1840309																				
PHENOTYPE:6513	HP:0010045	C4024085																				
PHENOTYPE:6514	HP:0010046	C1867929																				
PHENOTYPE:6515	HP:0010047	C1861388																				
PHENOTYPE:6516	HP:0010048	C1846473																				
PHENOTYPE:6517	HP:0010049	C1837084																				
PHENOTYPE:6518	HP:0010051	C4021344																				
PHENOTYPE:6519	HP:0010052	C4024084																				
PHENOTYPE:6520	HP:0010053	C4024083																				
PHENOTYPE:6521	HP:0010054	C4024082																				
PHENOTYPE:6522	HP:0010055	C1867131																				
PHENOTYPE:6523	HP:0010056	C4024081																				
PHENOTYPE:6524	HP:0010057	C4024080																				
PHENOTYPE:6525	HP:0010058	C4024079																				
PHENOTYPE:6526	HP:0010059	C4021343																				
PHENOTYPE:6527	HP:0010060	C4021342																				
PHENOTYPE:6528	HP:0010061	C4021341																				
PHENOTYPE:6529	HP:0010062	C4024078																				
PHENOTYPE:6530	HP:0010063	C4021340																				
PHENOTYPE:6531	HP:0010064	C1836216																				
PHENOTYPE:6532	HP:0010065	C4024077																				
PHENOTYPE:6533	HP:0010066	C1860164;C4020691																				
PHENOTYPE:6534	HP:0010067	C4024076																				
PHENOTYPE:6535	HP:0010068	C1855899																				
PHENOTYPE:6536	HP:0010069	C4024075																				
PHENOTYPE:6537	HP:0010070	C4024074																				
PHENOTYPE:6538	HP:0010071	C4024073																				
PHENOTYPE:6539	HP:0010072	C4024072																				
PHENOTYPE:6540	HP:0010073	C4024071																				
PHENOTYPE:6541	HP:0010074	C4024070																				
PHENOTYPE:6542	HP:0010075	C1851855																				
PHENOTYPE:6543	HP:0010076	C4024069																				
PHENOTYPE:6544	HP:0010077	C4024068																				
PHENOTYPE:6545	HP:0010078	C4024067																				
PHENOTYPE:6546	HP:0010079	C4024066																				
PHENOTYPE:6547	HP:0010080	C4024065																				
PHENOTYPE:6548	HP:0010081	C4024064																				
PHENOTYPE:6549	HP:0010082	C4024063																				
PHENOTYPE:6550	HP:0010083	C4024062																				
PHENOTYPE:6551	HP:0010084	C4021339																				
PHENOTYPE:6552	HP:0010085	C4024061																				
PHENOTYPE:6553	HP:0010086	C4021338																				
PHENOTYPE:6554	HP:0010087	C4024060																				
PHENOTYPE:6555	HP:0010088	C4024059																				
PHENOTYPE:6556	HP:0010089	C4024058																				
PHENOTYPE:6557	HP:0010090	C4024057																				
PHENOTYPE:6558	HP:0010091	C4024056																				
PHENOTYPE:6559	HP:0010092	C4024055																				
PHENOTYPE:6560	HP:0010093	C4024054																				
PHENOTYPE:6561	HP:0010094	C4024053																				
PHENOTYPE:6562	HP:0010095	C4024052																				
PHENOTYPE:6563	HP:0010096	C4024051																				
PHENOTYPE:6564	HP:0010097	C4021337																				
PHENOTYPE:6565	HP:0010098	C4024050																				
PHENOTYPE:6566	HP:0010099	C4024049																				
PHENOTYPE:6567	HP:0010100	C4021336																				
PHENOTYPE:6568	HP:0010101	C1855005																				
PHENOTYPE:6569	HP:0010102	C4024048																				
PHENOTYPE:6570	HP:0010103	C4021335																				
PHENOTYPE:6571	HP:0010104	C1863382																				
PHENOTYPE:6572	HP:0010105	C1841688																				
PHENOTYPE:6573	HP:0010106	C4024047																				
PHENOTYPE:6574	HP:0010107	C1862159																				
PHENOTYPE:6575	HP:0010109	C1865992																				
PHENOTYPE:6576	HP:0010110	C4024046																				
PHENOTYPE:6577	HP:0010111	C4021334																				
PHENOTYPE:6578	HP:0010112	C4021333																				
PHENOTYPE:6579	HP:0010113	C4020906																				
PHENOTYPE:6580	HP:0010114	C4024045																				
PHENOTYPE:6581	HP:0010115	C4024044																				
PHENOTYPE:6582	HP:0010116	C4024043																				
PHENOTYPE:6583	HP:0010117	C4024042																				
PHENOTYPE:6584	HP:0010118	C4024041																				
PHENOTYPE:6585	HP:0010119	C4024040																				
PHENOTYPE:6586	HP:0010120	C4024039																				
PHENOTYPE:6587	HP:0010121	C4024038																				
PHENOTYPE:6588	HP:0010122	C4024037																				
PHENOTYPE:6589	HP:0010123	C4024036																				
PHENOTYPE:6590	HP:0010124	C4024035																				
PHENOTYPE:6591	HP:0010125	C4024034																				
PHENOTYPE:6592	HP:0010126	C4024033																				
PHENOTYPE:6593	HP:0010127	C4024032																				
PHENOTYPE:6594	HP:0010128	C4024031																				
PHENOTYPE:6595	HP:0010129	C4024030																				
PHENOTYPE:6596	HP:0010130	C4024029																				
PHENOTYPE:6597	HP:0010131	C4024028																				
PHENOTYPE:6598	HP:0010132	C4024027																				
PHENOTYPE:6599	HP:0010133	C4024026																				
PHENOTYPE:6600	HP:0010134	C4024025																				
PHENOTYPE:6601	HP:0010135	C4024024																				
PHENOTYPE:6602	HP:0010136	C4024023																				
PHENOTYPE:6603	HP:0010137	C4024022																				
PHENOTYPE:6604	HP:0010138	C4024021																				
PHENOTYPE:6605	HP:0010139	C4024020																				
PHENOTYPE:6606	HP:0010140	C4024019																				
PHENOTYPE:6607	HP:0010141	C4024018																				
PHENOTYPE:6608	HP:0010142	C4024017																				
PHENOTYPE:6609	HP:0010143	C4024016																				
PHENOTYPE:6610	HP:0010144	C4024015																				
PHENOTYPE:6611	HP:0010145	C4024014																				
PHENOTYPE:6612	HP:0010146	C4024013																				
PHENOTYPE:6613	HP:0010147	C4024012																				
PHENOTYPE:6614	HP:0010148	C4024011																				
PHENOTYPE:6615	HP:0010149	C4024010																				
PHENOTYPE:6616	HP:0010150	C4024009																				
PHENOTYPE:6617	HP:0010151	C4024008																				
PHENOTYPE:6618	HP:0010152	C4024007																				
PHENOTYPE:6619	HP:0010153	C4024006																				
PHENOTYPE:6620	HP:0010154	C4024005																				
PHENOTYPE:6621	HP:0010155	C4024004																				
PHENOTYPE:6622	HP:0010156	C4024003																				
PHENOTYPE:6623	HP:0010157	C4024002																				
PHENOTYPE:6624	HP:0010158	C4024001																				
PHENOTYPE:6625	HP:0010159	C4024000																				
PHENOTYPE:6626	HP:0010160	C4023999																				
PHENOTYPE:6627	HP:0010161	C4023998																				
PHENOTYPE:6628	HP:0010162	C4023997																				
PHENOTYPE:6629	HP:0010163	C4023996																				
PHENOTYPE:6630	HP:0010164	C4023995																				
PHENOTYPE:6631	HP:0010165	C4023994																				
PHENOTYPE:6632	HP:0010166	C4023993																				
PHENOTYPE:6633	HP:0010167	C4023992																				
PHENOTYPE:6634	HP:0010168	C4023991																				
PHENOTYPE:6635	HP:0010169	C4023990																				
PHENOTYPE:6636	HP:0010170	C4023989																				
PHENOTYPE:6637	HP:0010171	C4021332																				
PHENOTYPE:6638	HP:0010172	C4023988																				
PHENOTYPE:6639	HP:0010173	C4023987																				
PHENOTYPE:6640	HP:0010174	C4023986																				
PHENOTYPE:6641	HP:0010175	C4021331																				
PHENOTYPE:6642	HP:0010176	C4021330																				
PHENOTYPE:6643	HP:0010177	C4023985																				
PHENOTYPE:6644	HP:0010178	C4021329																				
PHENOTYPE:6645	HP:0010179	C4023984																				
PHENOTYPE:6646	HP:0010180	C4023983																				
PHENOTYPE:6647	HP:0010181	C4021328																				
PHENOTYPE:6648	HP:0010182	C4023982																				
PHENOTYPE:6649	HP:0010183	C4023981																				
PHENOTYPE:6650	HP:0010184	C4021327																				
PHENOTYPE:6651	HP:0010185	C4020773;C4021326																				
PHENOTYPE:6652	HP:0010186	C4023980																				
PHENOTYPE:6653	HP:0010187	C4021325																				
PHENOTYPE:6654	HP:0010188	C4021324																				
PHENOTYPE:6655	HP:0010189	C4023979																				
PHENOTYPE:6656	HP:0010190	C4021323																				
PHENOTYPE:6657	HP:0010191	C4023978																				
PHENOTYPE:6658	HP:0010192	C4023977																				
PHENOTYPE:6659	HP:0010193	C4021322																				
PHENOTYPE:6660	HP:0010194	C4023976																				
PHENOTYPE:6661	HP:0010195	C4023975																				
PHENOTYPE:6662	HP:0010196	C4021321																				
PHENOTYPE:6663	HP:0010197	C4021320																				
PHENOTYPE:6664	HP:0010198	C4023974																				
PHENOTYPE:6665	HP:0010199	C4021319																				
PHENOTYPE:6666	HP:0010200	C4023973																				
PHENOTYPE:6667	HP:0010201	C4023972																				
PHENOTYPE:6668	HP:0010202	C4021318																				
PHENOTYPE:6669	HP:0010203	C4021317																				
PHENOTYPE:6670	HP:0010204	C4023971																				
PHENOTYPE:6671	HP:0010205	C4021316																				
PHENOTYPE:6672	HP:0010206	C4021315																				
PHENOTYPE:6673	HP:0010207	C4021314																				
PHENOTYPE:6674	HP:0010208	C4021313																				
PHENOTYPE:6675	HP:0010209	C4023970																				
PHENOTYPE:6676	HP:0010210	C4023969																				
PHENOTYPE:6677	HP:0010211	C4021312																				
PHENOTYPE:6678	HP:0010212	C4021311																				
PHENOTYPE:6679	HP:0010213	C4023968																				
PHENOTYPE:6680	HP:0010214	C4023967																				
PHENOTYPE:6681	HP:0010215	C4023966																				
PHENOTYPE:6682	HP:0010219	C4023965																				
PHENOTYPE:6683	HP:0010220	C4023964																				
PHENOTYPE:6684	HP:0010222	C4023962																				
PHENOTYPE:6685	HP:0010223	C4023961																				
PHENOTYPE:6686	HP:0010224	C4023960																				
PHENOTYPE:6687	HP:0010225	C4023959																				
PHENOTYPE:6688	HP:0010226	C4023958																				
PHENOTYPE:6689	HP:0010227	C4023957																				
PHENOTYPE:6690	HP:0010228	C4021310																				
PHENOTYPE:6691	HP:0010229	C4021309																				
PHENOTYPE:6692	HP:0010230	C1859480																				
PHENOTYPE:6693	HP:0010231	C1865036																				
PHENOTYPE:6694	HP:0010232	C4021308																				
PHENOTYPE:6695	HP:0010233	C4021307																				
PHENOTYPE:6696	HP:0010234	C1857651																				
PHENOTYPE:6697	HP:0010235	C4021306																				
PHENOTYPE:6698	HP:0010236	C4021305																				
PHENOTYPE:6699	HP:0010237	C4021304																				
PHENOTYPE:6700	HP:0010238	C4021303																				
PHENOTYPE:6701	HP:0010239	C1862096																				
PHENOTYPE:6702	HP:0010241	C1860606																				
PHENOTYPE:6703	HP:0010242	C4021302																				
PHENOTYPE:6704	HP:0010243	C4023956																				
PHENOTYPE:6705	HP:0010244	C4023955																				
PHENOTYPE:6706	HP:0010245	C4023954																				
PHENOTYPE:6707	HP:0010246	C4023953																				
PHENOTYPE:6708	HP:0010247	C4023952																				
PHENOTYPE:6709	HP:0010248	C4023951																				
PHENOTYPE:6710	HP:0010249	C4023950																				
PHENOTYPE:6711	HP:0010250	C4023949																				
PHENOTYPE:6712	HP:0010251	C4023948																				
PHENOTYPE:6713	HP:0010252	C4021301																				
PHENOTYPE:6714	HP:0010253	C4023947																				
PHENOTYPE:6715	HP:0010254	C4023946																				
PHENOTYPE:6716	HP:0010255	C4023945																				
PHENOTYPE:6717	HP:0010256	C4023944																				
PHENOTYPE:6718	HP:0010257	C4023943																				
PHENOTYPE:6719	HP:0010258	C4023942																				
PHENOTYPE:6720	HP:0010259	C1860828																				
PHENOTYPE:6721	HP:0010260	C4023941																				
PHENOTYPE:6722	HP:0010261	C4023940																				
PHENOTYPE:6723	HP:0010262	C4023939																				
PHENOTYPE:6724	HP:0010263	C4023938																				
PHENOTYPE:6725	HP:0010264	C4023937																				
PHENOTYPE:6726	HP:0010265	C4023936																				
PHENOTYPE:6727	HP:0010266	C4023935																				
PHENOTYPE:6728	HP:0010267	C4023934																				
PHENOTYPE:6729	HP:0010268	C4023933																				
PHENOTYPE:6730	HP:0010269	C4023932																				
PHENOTYPE:6731	HP:0010270	C4023931																				
PHENOTYPE:6732	HP:0010271	C4023930																				
PHENOTYPE:6733	HP:0010272	C4023929																				
PHENOTYPE:6734	HP:0010273	C4023928																				
PHENOTYPE:6735	HP:0010274	C4023927																				
PHENOTYPE:6736	HP:0010275	C4023926																				
PHENOTYPE:6737	HP:0010276	C4023925																				
PHENOTYPE:6738	HP:0010277	C4023924																				
PHENOTYPE:6739	HP:0010278	C4023923																				
PHENOTYPE:6740	HP:0010280	C0038362;C0149704	D013280	20607006;61170000																		
PHENOTYPE:6741	HP:0010281	C1856026																				
PHENOTYPE:6742	HP:0010282	C2053440																				
PHENOTYPE:6743	HP:0010284	C0399483;C0877541;C4280387;C4280388;C4280389		235038002																		
PHENOTYPE:6744	HP:0010285	C4023921																				
PHENOTYPE:6745	HP:0010286	C0036093;C0149772	D012466	10890000																		
PHENOTYPE:6746	HP:0010287	C4023920																				
PHENOTYPE:6747	HP:0010288	C4023919																				
PHENOTYPE:6748	HP:0010289	C1398533;C2919907;C4280386		445306000																		
PHENOTYPE:6749	HP:0010290	C1398301;C4020772;C4023918																				
PHENOTYPE:6750	HP:0010291	C4021300																				
PHENOTYPE:6751	HP:0010292	C0266121		25148007																		
PHENOTYPE:6752	HP:0010293	C4023917																				
PHENOTYPE:6753	HP:0010294	C2032780;C4280385																				
PHENOTYPE:6754	HP:0010295	C4023916;C4280384																				
PHENOTYPE:6755	HP:0010296	C0152415	D000072676	67787004																		
PHENOTYPE:6756	HP:0010297	C0266111;C4255098		84557007																		
PHENOTYPE:6757	HP:0010298	C0155964;C4280381;C4280382;C4280383		9491003																		
PHENOTYPE:6758	HP:0010299	C4021299																				
PHENOTYPE:6759	HP:0010300	C4023915																				
PHENOTYPE:6760	HP:0010301	C0027794	D009436	253098009																		
PHENOTYPE:6761	HP:0010302	C0037930	D013120	126962006			C3262															
PHENOTYPE:6762	HP:0010303	C4023914																				
PHENOTYPE:6763	HP:0010304	C4023913																				
PHENOTYPE:6764	HP:0010305	C0344490	C537221	205425003																		
PHENOTYPE:6765	HP:0010306	C0426789		249670005																		
PHENOTYPE:6766	HP:0010307	C0038450;C0237304	D012135	248573009;70407001																		
PHENOTYPE:6767	HP:0010308	C4023912																				
PHENOTYPE:6768	HP:0010309	C0265696		54008006																		
PHENOTYPE:6769	HP:0010310	C0008733	D002916	83035003																		
PHENOTYPE:6770	HP:0010311	C4023911																				
PHENOTYPE:6771	HP:0010312	C1854013	C565299																			
PHENOTYPE:6772	HP:0010313	C0020565;C0392533;C2225524	C536821	372281005;372283008;372285001																		
PHENOTYPE:6773	HP:0010314	C0425772		102889008																		
PHENOTYPE:6774	HP:0010315	C4023910																				
PHENOTYPE:6775	HP:0010316	C0013481	D004437	204357006								Q22.5	06.01.34									
PHENOTYPE:6776	HP:0010317	C4021298																				
PHENOTYPE:6777	HP:0010318	C4023909																				
PHENOTYPE:6778	HP:0010319	C4023908																				
PHENOTYPE:6779	HP:0010320	C4023907																				
PHENOTYPE:6780	HP:0010321	C4023906																				
PHENOTYPE:6781	HP:0010322	C4023905																				
PHENOTYPE:6782	HP:0010323	C4023904																				
PHENOTYPE:6783	HP:0010324	C4023903																				
PHENOTYPE:6784	HP:0010325	C4023902																				
PHENOTYPE:6785	HP:0010326	C4021297																				
PHENOTYPE:6786	HP:0010327	C4021296																				
PHENOTYPE:6787	HP:0010328	C4023901																				
PHENOTYPE:6788	HP:0010329	C4023900																				
PHENOTYPE:6789	HP:0010330	C4023899																				
PHENOTYPE:6790	HP:0010331	C1862698																				
PHENOTYPE:6791	HP:0010332	C4021295																				
PHENOTYPE:6792	HP:0010333	C4021294																				
PHENOTYPE:6793	HP:0010334	C4023898																				
PHENOTYPE:6794	HP:0010335	C4023897																				
PHENOTYPE:6795	HP:0010336	C4023896																				
PHENOTYPE:6796	HP:0010337	C4023895																				
PHENOTYPE:6797	HP:0010338	C4021293																				
PHENOTYPE:6798	HP:0010339	C4021292																				
PHENOTYPE:6799	HP:0010340	C4023894																				
PHENOTYPE:6800	HP:0010341	C4023893																				
PHENOTYPE:6801	HP:0010342	C4023892																				
PHENOTYPE:6802	HP:0010343	C4023891																				
PHENOTYPE:6803	HP:0010344	C4021291																				
PHENOTYPE:6804	HP:0010345	C4021290																				
PHENOTYPE:6805	HP:0010347	C4023890																				
PHENOTYPE:6806	HP:0010348	C4023889																				
PHENOTYPE:6807	HP:0010349	C4021289																				
PHENOTYPE:6808	HP:0010350	C4021288																				
PHENOTYPE:6809	HP:0010351	C4023888																				
PHENOTYPE:6810	HP:0010352	C4021287																				
PHENOTYPE:6811	HP:0010353	C4023887																				
PHENOTYPE:6812	HP:0010354	C4023886																				
PHENOTYPE:6813	HP:0010355	C4021286																				
PHENOTYPE:6814	HP:0010356	C4023885																				
PHENOTYPE:6815	HP:0010357	C4023884																				
PHENOTYPE:6816	HP:0010358	C4023883																				
PHENOTYPE:6817	HP:0010359	C4023882																				
PHENOTYPE:6818	HP:0010360	C4023881																				
PHENOTYPE:6819	HP:0010361	C4021285																				
PHENOTYPE:6820	HP:0010362	C4021284																				
PHENOTYPE:6821	HP:0010363	C4021825																				
PHENOTYPE:6822	HP:0010364	C4021283																				
PHENOTYPE:6823	HP:0010365	C4023880																				
PHENOTYPE:6824	HP:0010366	C4023879																				
PHENOTYPE:6825	HP:0010367	C4021282																				
PHENOTYPE:6826	HP:0010368	C4023878																				
PHENOTYPE:6827	HP:0010369	C4023877																				
PHENOTYPE:6828	HP:0010370	C4023876																				
PHENOTYPE:6829	HP:0010371	C4023875																				
PHENOTYPE:6830	HP:0010372	C4023874																				
PHENOTYPE:6831	HP:0010373	C4021281																				
PHENOTYPE:6832	HP:0010374	C4021280																				
PHENOTYPE:6833	HP:0010375	C4023873																				
PHENOTYPE:6834	HP:0010376	C4021279																				
PHENOTYPE:6835	HP:0010377	C4023872																				
PHENOTYPE:6836	HP:0010378	C4023871																				
PHENOTYPE:6837	HP:0010379	C4021278																				
PHENOTYPE:6838	HP:0010380	C4023870																				
