ID_OREGANO:2714	SIDER	NAME
INDICATION:166	C0003962	Ascites
INDICATION:167	C0019080	Hemorrhage
INDICATION:168	C0020621	Hypokalemia
INDICATION:169	C0030443	Familial Periodic Paralysis
INDICATION:170	C0038358	Gastric ulcer
INDICATION:171	C0085580	Essential Hypertension
INDICATION:172	C0003864	Arthritis
INDICATION:173	C0003873	Rheumatoid Arthritis
INDICATION:174	C0010046	Corn of toe
INDICATION:175	C0011603	Dermatitis
INDICATION:176	C0020757	Ichthyoses
INDICATION:177	C0021368	Inflammation
INDICATION:178	C0021564	Insect Bites
INDICATION:179	C0026946	Mycoses
INDICATION:180	C0029408	Degenerative polyarthritis
INDICATION:181	C0030193	Pain
INDICATION:182	C0032027	Pityriasis Rubra Pilaris
INDICATION:183	C0033860	Psoriasis
INDICATION:184	C0034212	Pyoderma
INDICATION:185	C0035435	Rheumatism
INDICATION:186	C0042548	Plantar wart
INDICATION:187	C0043037	Common wart
INDICATION:188	C0241165	Skin thickening
INDICATION:189	C0263383	Keratosis pilaris
INDICATION:190	C0376154	Skin callus
INDICATION:191	C0741453	Bedridden
INDICATION:192	C0856543	Keratosis palmaris
INDICATION:193	C3495559	Juvenile arthritis
INDICATION:194	C3665596	Warts
INDICATION:195	C0042029	Urinary tract infection
INDICATION:196	C0679362	Extrapulmonary tuberculosis
INDICATION:197	C0004936	Mental disorders
INDICATION:198	C0011581	Depressive disorder
INDICATION:199	C0015672	Fatigue
INDICATION:200	C0018379	Guilt
INDICATION:201	C0024117	Chronic Obstructive Airway Disease
INDICATION:202	C0024517	Major depressive disorder, single episode
INDICATION:203	C0028043	Nicotine Dependence
INDICATION:204	C0038663	Suicide attempt
INDICATION:205	C0085159	Seasonal Affective Disorder
INDICATION:206	C0231230	Fatigability
INDICATION:207	C0233477	Dysphoria
INDICATION:208	C0233633	Thought retardation
INDICATION:209	C0234533	Generalized seizures
INDICATION:210	C0235198	Unable to concentrate
INDICATION:211	C0344315	Depressed mood
INDICATION:212	C0424000	Feeling suicidal (finding)
INDICATION:213	C0424091	Decreased interest
INDICATION:214	C0549622	Sexual Dysfunction
INDICATION:215	C0917799	Hypersomnia
INDICATION:216	C1269683	Major Depressive Disorder
INDICATION:217	C0005778	Blood coagulation
INDICATION:218	C0006142	Malignant neoplasm of breast
INDICATION:219	C0006147	Breast Feeding
INDICATION:220	C0007097	Carcinoma
INDICATION:221	C0010068	Coronary heart disease
INDICATION:222	C0010481	Cushing Syndrome
INDICATION:223	C0013428	Dysuria
INDICATION:224	C0014173	Endometrial Hyperplasia
INDICATION:225	C0014175	Endometriosis
INDICATION:226	C0016658	Fracture
INDICATION:227	C0018681	Headache
INDICATION:228	C0020502	Hyperparathyroidism
INDICATION:229	C0020514	Hyperprolactinemia
INDICATION:230	C0020517	Hypersensitivity
INDICATION:231	C0020619	Hypogonadism
INDICATION:232	C0025320	Menopause
INDICATION:233	C0025322	Premature Menopause
INDICATION:234	C0027051	Myocardial Infarction
INDICATION:235	C0029453	Osteopenia
INDICATION:236	C0029456	Osteoporosis
INDICATION:237	C0029458	Osteoporosis, Postmenopausal
INDICATION:238	C0031542	Phlebitis
INDICATION:239	C0032708	Disorders of Porphyrin Metabolism
INDICATION:240	C0033778	Pruritus Vulvae
INDICATION:241	C0034065	Pulmonary Embolism
INDICATION:242	C0037317	Sleep disturbances
INDICATION:243	C0038454	Cerebrovascular accident
INDICATION:244	C0038990	Sweating
INDICATION:245	C0040046	Thrombophlebitis
INDICATION:246	C0040156	Thyrotoxicosis
INDICATION:247	C0042373	Vascular Diseases
INDICATION:248	C0085606	Urgency of micturition
INDICATION:249	C0085762	Alcohol abuse
INDICATION:250	C0149871	Deep Vein Thrombosis
INDICATION:251	C0152030	Skin irritation
INDICATION:252	C0206159	Postmenopause
INDICATION:253	C0221392	Atrophic Vaginitis
INDICATION:254	C0236075	Menopausal symptoms
INDICATION:255	C0271578	Hypogonadism female
INDICATION:256	C0271606	Primary ovarian failure
INDICATION:257	C0333641	Atrophic
INDICATION:258	C0392197	Physiologic warmth
INDICATION:259	C0423736	Micturition burning
INDICATION:260	C0521170	Osteoporotic Fractures
INDICATION:261	C0600139	Prostate carcinoma
INDICATION:262	C0600142	Hot flushes
INDICATION:263	C0740421	Surgical menopause
INDICATION:264	C0747771	Postmenopausal syndrome
INDICATION:265	C0853662	Oestrogen deficiency
INDICATION:266	C0856856	Natural menopause
INDICATION:267	C1306580	Bone mass decreased
INDICATION:268	C1384606	Dyspareunia
INDICATION:269	C2939420	Metastatic Neoplasm
INDICATION:270	C2979982	Vaginal Hemorrhage
INDICATION:271	C3665346	Unspecified visual loss
INDICATION:272	C0004096	Asthma
INDICATION:273	C0006114	Cerebral Edema
INDICATION:274	C0012797	Diuresis
INDICATION:275	C0016751	Hereditary fructose intolerance syndrome
INDICATION:276	C0022660	Kidney Failure, Acute
INDICATION:277	C0085129	Bronchial Hyperreactivity
INDICATION:278	C0234708	Intraocular pressure increased
INDICATION:279	C0742078	Brain mass
INDICATION:280	C0860433	Irreversible renal failure
INDICATION:281	C0000832	Abruptio Placentae
INDICATION:282	C0002874	Aplastic Anemia
INDICATION:283	C0003130	Anoxia
INDICATION:284	C0018939	Hematological Disease
INDICATION:285	C0018965	Hematuria
INDICATION:286	C0036974	Shock
INDICATION:287	C0040034	Thrombocytopenia
INDICATION:288	C0080276	Urogenital disorder
INDICATION:289	C0684275	Haemophilia
INDICATION:290	C0004144	Atelectasis
INDICATION:291	C0006266	Bronchial Spasm
INDICATION:292	C0006267	Bronchiectasis
INDICATION:293	C0006277	Bronchitis
INDICATION:294	C0034067	Pulmonary Emphysema
INDICATION:295	C0040586	Tracheobronchitis
INDICATION:296	C0041296	Tuberculosis
INDICATION:297	C0151904	Aspartate aminotransferase increased
INDICATION:298	C0160390	Liver injury
INDICATION:299	C0235378	Hepatotoxicity
INDICATION:300	C0268381	Primary amyloidosis
INDICATION:301	C1096000	Bronchopulmonary disease
INDICATION:302	C1319018	Asthmatic bronchitis
INDICATION:303	C0005699	Blast Phase
INDICATION:304	C0020522	Delayed Hypersensitivity
INDICATION:305	C0023418	leukemia
INDICATION:306	C0023440	Acute Erythroblastic Leukemia
INDICATION:307	C0023449	Acute lymphocytic leukemia
INDICATION:308	C0023467	Leukemia, Myelocytic, Acute
INDICATION:309	C0023473	Myeloid Leukemia, Chronic
INDICATION:310	C0024299	Lymphoma
INDICATION:311	C0024305	Lymphoma, Non-Hodgkin
INDICATION:312	C0025284	Meningeal Neoplasms
INDICATION:313	C0026986	Dysmyelopoietic Syndromes
INDICATION:314	C0027651	Neoplasms
INDICATION:315	C0039614	Tetanus
INDICATION:316	C0085669	Acute leukemia
INDICATION:317	C0280100	Solid tumour
INDICATION:318	C0948840	Meningeal Leukemia
INDICATION:319	C1608408	Malignant transformation
INDICATION:320	C1704231	Metastatic Malignant Neoplasm to the Leptomeninges
INDICATION:321	C0085692	Cystitis haemorrhagic
INDICATION:322	C0079584	Ichthyosis Vulgaris
INDICATION:323	C0151908	Dry skin
INDICATION:324	C0259817	Xerosis
INDICATION:325	C0423773	Skin scaly
INDICATION:326	C0004623	Bacterial Infections
INDICATION:327	C0282488	Interstitial Cystitis
INDICATION:328	C0007166	Low Cardiac Output
INDICATION:329	C0009421	Comatose
INDICATION:330	C0009676	Confusion
INDICATION:331	C0030232	Pallor
INDICATION:332	C0035078	Kidney Failure
INDICATION:333	C0036690	Septicemia
INDICATION:334	C0080203	Tachyarrhythmia
INDICATION:335	C0085128	Cardiac Output, High
INDICATION:336	C0235248	Vasoconstriction peripheral
INDICATION:337	C0497247	Increase in blood pressure
INDICATION:338	C0546884	Hypovolemia
INDICATION:339	C0745176	Acute hypotension
INDICATION:340	C0853062	Vascular resistance systemic decreased
INDICATION:341	C1287298	Urine volume finding
INDICATION:342	C1961112	Heart Decompensation
INDICATION:343	C0008943	Climacteric
INDICATION:344	C0042134	Uterine hemorrhage
INDICATION:345	C3263685	Hormone abnormality
INDICATION:346	C0014867	Esophageal Varices
INDICATION:347	C0030756	Lice Infestations
INDICATION:348	C0036262	Scabies
INDICATION:349	C0851341	Infestation
INDICATION:350	C0020523	Immediate hypersensitivity
INDICATION:351	C0001125	Acidosis, Lactic
INDICATION:352	C0011175	Dehydration
INDICATION:353	C0011880	Diabetic Ketoacidosis
INDICATION:354	C0011991	Diarrhea
INDICATION:355	C0018790	Cardiac Arrest
INDICATION:356	C0086168	Dissociation
INDICATION:357	C0151595	Digitalis intoxication (NOS)
INDICATION:358	C0161544	Poisoning by salicylate
INDICATION:359	C0234215	Sensory Discomfort
INDICATION:360	C0235575	Hemolytic reaction
INDICATION:361	C0599918	Nephrotoxicity
INDICATION:362	C1096717	Pain during injection
INDICATION:363	C1392658	Circulatory insufficiency
INDICATION:364	C1963921	Chemical phlebitis
INDICATION:365	C0002965	Angina, Unstable
INDICATION:366	C1536220	ST segment elevation myocardial infarction
INDICATION:367	C0221232	Welts
INDICATION:368	C0542213	Skin test positive
INDICATION:369	C0585186	Cutaneous hypersensitivity
INDICATION:370	C0016689	Freckles
INDICATION:371	C0023321	Lentigo
INDICATION:372	C0025218	Chloasma
INDICATION:373	C0162834	Hyperpigmentation
INDICATION:374	C0549567	Pigmentation Disorders
INDICATION:375	C0032827	Potassium Deficiency
INDICATION:376	C0038160	Staphylococcal Infections
INDICATION:377	C0001396	Adams-Stokes Syndrome
INDICATION:378	C0002792	anaphylaxis
INDICATION:379	C0002962	Angina Pectoris
INDICATION:380	C0002994	Angioedema
INDICATION:381	C0003467	Anxiety
INDICATION:382	C0004093	Asthenia
INDICATION:383	C0005658	bite injury
INDICATION:384	C0012833	Dizziness
INDICATION:385	C0013404	Dyspnea
INDICATION:386	C0015230	Exanthema
INDICATION:387	C0017601	Glaucoma
INDICATION:388	C0018621	Hay fever
INDICATION:389	C0018794	Heart Block
INDICATION:390	C0020550	Hyperthyroidism
INDICATION:391	C0023066	Laryngismus
INDICATION:392	C0030567	Parkinson Disease
INDICATION:393	C0035455	Rhinitis
INDICATION:394	C0036830	Serum Sickness
INDICATION:395	C0038340	Sting Injury
INDICATION:396	C0039070	Syncope
INDICATION:397	C0040822	Tremor
INDICATION:398	C0042109	Urticaria
INDICATION:399	C0042130	Uterine Contraction
INDICATION:400	C0149512	Acute sinusitis
INDICATION:401	C0151517	Complete atrioventricular block
INDICATION:402	C0241863	Diabetic
INDICATION:403	C0340865	Anaphylactoid reaction
INDICATION:404	C0344183	Exercise-induced anaphylaxis
INDICATION:405	C0423618	Throbbing Headache
INDICATION:406	C0476273	Respiratory distress
INDICATION:407	C0677500	Stinging Sensation
INDICATION:408	C0741983	Carotid sinus hypersensitivity
INDICATION:409	C0001623	Adrenal gland hypofunction
INDICATION:410	C0018021	Goiter
INDICATION:411	C0020676	Hypothyroidism
INDICATION:412	C0040137	Thyroid Nodule
INDICATION:413	C0040147	Thyroiditis
INDICATION:414	C0040149	Subacute thyroiditis
INDICATION:415	C0155626	Acute myocardial infarction
INDICATION:416	C0206682	Follicular thyroid carcinoma
INDICATION:417	C0238298	Myxoedema coma
INDICATION:418	C0271790	Subclinical hypothyroidism
INDICATION:419	C0332907	Congenital absence
INDICATION:420	C0348024	Dysfunction thyroid
INDICATION:421	C0677607	Hashimoto Disease
INDICATION:422	C0700502	Primary hypothyroidism
INDICATION:423	C0853627	Tri-iodothyronine normal
INDICATION:424	C0010308	Congenital Hypothyroidism
INDICATION:425	C0027145	Myxedema
INDICATION:426	C1142529	Precoma
INDICATION:427	C1536123	Autonomy of thyroid gland
INDICATION:428	C0013537	Eclampsia
INDICATION:429	C0024473	Magnesium Deficiency
INDICATION:430	C0040524	Septic Toxemia
INDICATION:431	C0151723	Hypomagnesaemia
INDICATION:432	C0268733	Acute nephritis
INDICATION:433	C0033139	Primary Insomnia
INDICATION:434	C1262141	Poor quality sleep
INDICATION:435	C0001403	Addison Disease
INDICATION:436	C0003578	Apnea
INDICATION:437	C0021843	Intestinal Obstruction
INDICATION:438	C0026961	Mydriasis
INDICATION:439	C0030318	Panic
INDICATION:440	C0030446	Paralytic Ileus
INDICATION:441	C0037367	Smoke Inhalation Injury
INDICATION:442	C0085682	Hypophosphatemia
INDICATION:443	C0220854	Hyperpnea
INDICATION:444	C0231835	Tachypnea
INDICATION:445	C0231837	Respiratory rate decreased
INDICATION:446	C0232292	Chest tightness
INDICATION:447	C0233407	Disorientation
INDICATION:448	C0268030	Acidemia
INDICATION:449	C0278061	Abnormal mental state
INDICATION:450	C0700198	Pulmonary aspiration
INDICATION:451	C0856633	Extensive burns
INDICATION:452	C1541124	Pyloric obstruction
INDICATION:453	C1699648	Ileal obstruction
INDICATION:454	C0000737	Abdominal Pain
INDICATION:455	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
INDICATION:456	C0016382	Flushing
INDICATION:457	C0020443	Hypercholesterolemia
INDICATION:458	C0020473	Hyperlipidemia
INDICATION:459	C0020476	Hyperlipoproteinemias
INDICATION:460	C0020481	Hyperlipoproteinemia Type V
INDICATION:461	C0020557	Hypertriglyceridemia
INDICATION:462	C0030305	Pancreatitis
INDICATION:463	C0030783	Pellagra
INDICATION:464	C0030920	Peptic Ulcer
INDICATION:465	C0242339	Dyslipidemias
INDICATION:466	C0853084	High density lipoprotein increased
INDICATION:467	C0002963	Angina Pectoris, Variant
INDICATION:468	C0013595	Eczema
INDICATION:469	C0014130	Endocrine System Diseases
INDICATION:470	C0020540	Malignant Hypertension
INDICATION:471	C0030252	Palpitations
INDICATION:472	C0032961	Pregnancy
INDICATION:473	C0040021	Thromboangiitis Obliterans
INDICATION:474	C0085096	Peripheral Vascular Diseases
INDICATION:475	C0087169	Withdrawal Symptoms
INDICATION:476	C0337672	Non-smoker
INDICATION:477	C0497365	Rash generalised
INDICATION:478	C0853813	Local reaction
INDICATION:479	C0948807	Hepatic impairment
INDICATION:480	C1306571	Hepatic Insufficiency
INDICATION:481	C1325847	Sensitisation
INDICATION:482	C0032371	Poliomyelitis
INDICATION:483	C0857353	Hypotensive
INDICATION:484	C0017181	Gastrointestinal Hemorrhage
INDICATION:485	C0022346	Icterus
INDICATION:486	C0151332	Active tuberculosis
INDICATION:487	C0002896	Sideroblastic anemia
INDICATION:488	C0003123	Anorexia
INDICATION:489	C0020500	Hyperoxaluria
INDICATION:490	C0027813	Neuritis
INDICATION:491	C0221264	Cheilosis
INDICATION:492	C0235031	Neurologic Symptoms
INDICATION:493	C0936215	Vitamin B 6 Deficiency
INDICATION:494	C1527330	Pyridoxine Deficiency
INDICATION:495	C0004576	Babesiosis
INDICATION:496	C0016385	Cardiac Flutter
INDICATION:497	C0023218	Cramps of lower extremities
INDICATION:498	C0024530	Malaria
INDICATION:499	C0024535	Malaria, Falciparum
INDICATION:500	C0027125	Myotonia
INDICATION:501	C0085612	Ventricular arrhythmia
INDICATION:502	C0750197	Sustained ventricular tachycardia
INDICATION:503	C0858318	Plasmodium falciparum infection
INDICATION:504	C0001144	Acne Vulgaris
INDICATION:505	C0038238	Steatorrhea
INDICATION:506	C0042842	Vitamin A Deficiency
INDICATION:507	C0031485	Phenylketonurias
INDICATION:508	C0004134	Ataxia
INDICATION:509	C0005122	Beriberi
INDICATION:510	C0015967	Fever
INDICATION:511	C0018801	Heart failure
INDICATION:512	C0021831	Intestinal Diseases
INDICATION:513	C0028738	Nystagmus
INDICATION:514	C0029089	Ophthalmoplegia
INDICATION:515	C0031117	Peripheral Neuropathy
INDICATION:516	C0039841	Thiamine Deficiency
INDICATION:517	C0043121	Wernicke Encephalopathy
INDICATION:518	C0234985	Mental deterioration
INDICATION:519	C0743971	Chronic fever
INDICATION:520	C0016059	Fibrosis
INDICATION:521	C0019196	Hepatitis C
INDICATION:522	C0042769	Virus Diseases
INDICATION:523	C0151905	Alanine aminotransferase increased
INDICATION:524	C0392390	Hepatitis B e antigen positive
INDICATION:525	C0524909	Hepatitis B, Chronic
INDICATION:526	C0028754	Obesity
INDICATION:527	C0041671	Attention Deficit Disorder
INDICATION:528	C0085633	Mood swings
INDICATION:529	C0151611	Electroencephalogram abnormal
INDICATION:530	C0233415	Distractibility
INDICATION:531	C0424295	Hyperactive behavior
INDICATION:532	C0751265	Learning Disabilities
INDICATION:533	C0004659	Bacteriuria
INDICATION:534	C0010692	Cystitis
INDICATION:535	C0034186	Pyelonephritis
INDICATION:536	C0262421	Chronic UTI
INDICATION:537	C0003868	Arthritis, Gouty
INDICATION:538	C0004604	Back Pain
INDICATION:539	C0006444	Bursitis
INDICATION:540	C0009443	Common Cold
INDICATION:541	C0013390	Dysmenorrhea
INDICATION:542	C0016053	Fibromyalgia
INDICATION:543	C0026857	Musculoskeletal Diseases
INDICATION:544	C0030201	Pain, Postoperative
INDICATION:545	C0038013	Ankylosing spondylitis
INDICATION:546	C0038045	Sprain
INDICATION:547	C0039503	Tendinitis
INDICATION:548	C0040460	Toothache
INDICATION:549	C0041582	Ulcer
INDICATION:550	C0042384	Vasculitis
INDICATION:551	C0149875	Primary dysmenorrhea
INDICATION:552	C0150055	Chronic pain
INDICATION:553	C0152031	Joint swelling
INDICATION:554	C0234238	Ache
INDICATION:555	C0235309	Upset stomach
INDICATION:556	C0235707	Lumbo-sacral pain
INDICATION:557	C0263854	Osteoarthritis of cervical spine
INDICATION:558	C0410022	Supraspinatus tendonitis
INDICATION:559	C0427008	Stiffness
INDICATION:560	C0546953	Subacromial bursitis
INDICATION:561	C0567085	Pain of uterus
INDICATION:562	C1740836	Acute migraine
INDICATION:563	C2062908	Gout acute
INDICATION:564	C3263723	Traumatic injury
INDICATION:565	C0023443	Hairy Cell Leukemia
INDICATION:566	C1868683	B-CELL MALIGNANCY, LOW-GRADE
INDICATION:567	C0001175	Acquired Immunodeficiency Syndrome
INDICATION:568	C0005684	Malignant neoplasm of urinary bladder
INDICATION:569	C0005695	Bladder Neoplasm
INDICATION:570	C0006118	Brain Neoplasms
INDICATION:571	C0007121	Bronchogenic Carcinoma
INDICATION:572	C0007131	Non-Small Cell Lung Carcinoma
INDICATION:573	C0007137	Squamous cell carcinoma
INDICATION:574	C0019829	Hodgkin Disease
INDICATION:575	C0021051	Immunologic Deficiency Syndromes
INDICATION:576	C0025202	melanoma
INDICATION:577	C0026764	Multiple Myeloma
INDICATION:578	C0027627	Neoplasm Metastasis
INDICATION:579	C0027708	Nephroblastoma
INDICATION:580	C0027819	Neuroblastoma
INDICATION:581	C0029925	Ovarian Carcinoma
INDICATION:582	C0035412	Rhabdomyosarcoma
INDICATION:583	C0036220	Kaposi Sarcoma
INDICATION:584	C0086565	Liver Dysfunction
INDICATION:585	C0149925	Small cell carcinoma of lung
INDICATION:586	C0235974	Pancreatic carcinoma
INDICATION:587	C0276535	AIDS with Kaposi's sarcoma
INDICATION:588	C0278488	Carcinoma breast stage IV
INDICATION:589	C0278688	Stage IV Ovarian Carcinoma
INDICATION:590	C0278828	Stage IV Bladder Cancer AJCC v6
INDICATION:591	C0279680	Transitional cell carcinoma of bladder
INDICATION:592	C0376358	Malignant neoplasm of prostate
INDICATION:593	C0476089	Endometrial Carcinoma
INDICATION:594	C0494165	Metastases to liver
INDICATION:595	C0549473	Thyroid carcinoma
INDICATION:596	C0553580	Ewings sarcoma
INDICATION:597	C0677483	Carcinoma testes
INDICATION:598	C0677886	Epithelial ovarian cancer
INDICATION:599	C0678222	Breast Carcinoma
INDICATION:600	C0684249	Carcinoma of lung
INDICATION:601	C0687133	Drug Interactions
INDICATION:602	C0699791	Stomach Carcinoma
INDICATION:603	C0699885	Carcinoma of bladder
INDICATION:604	C0849867	Generalized illness
INDICATION:605	C1140680	Malignant neoplasm of ovary
INDICATION:606	C1261473	Sarcoma
INDICATION:607	C1378703	Renal carcinoma
INDICATION:608	C1384494	Metastatic Carcinoma
INDICATION:609	C1704327	Bone Sarcoma
INDICATION:610	C2239176	Liver carcinoma
INDICATION:611	C3160887	Node-positive breast cancer
INDICATION:612	C3160888	Metastatic gastric adenocarcinoma
INDICATION:613	C3203710	Bladder transitional cell carcinoma metastatic
INDICATION:614	C3495917	Advanced breast cancer
INDICATION:615	C0026769	Multiple Sclerosis
INDICATION:616	C0311394	Difficulty walking
INDICATION:617	C0014544	Epilepsy
INDICATION:618	C0014556	Epilepsy, Temporal Lobe
